INA VBUS Reading,Setting Voltage,Error,predicted setpoint,,,,,,
6837,6900,63,6912.200983,-12.20098261,,,,,
6846,6910,64,6921.339821,-11.3398212,,,,,
6856,6920,64,6931.494086,-11.4940863,,,,,
6870,6930,60,6945.710057,-15.71005744,,,,,
6879,6940,61,6954.848896,-14.84889603,,,,,
6888,6950,62,6963.987735,-13.98773462,,,,,
6896,6960,64,6972.111147,-12.1111467,,,,,
6910,6970,60,6986.327118,-16.32711784,,,,,
6919,6980,61,6995.465956,-15.46595643,,,,,
6927,6990,63,7003.589369,-13.58936851,,,,,
6938,7000,62,7014.75906,-14.75906012,,,,,
6946,7010,64,7022.882472,-12.8824722,,,,,
6960,7020,60,7037.098443,-17.09844334,,,,,
6969,7030,61,7046.237282,-16.23728193,,,,,
6978,7040,62,7055.376121,-15.37612052,,,,,
6986,7050,64,7063.499533,-13.4995326,,,,,
6999,7060,61,7076.700077,-16.70007723,,,,,
7009,7070,61,7086.854342,-16.85434233,,,,,
7018,7080,62,7095.993181,-15.99318092,,,,,
7026,7090,64,7104.116593,-14.116593,,,,,
7039,7100,61,7117.317138,-17.31713763,,,,,
7047,7110,63,7125.44055,-15.44054971,,,,,
7058,7120,62,7136.610241,-16.61024132,,,,,
7066,7130,64,7144.733653,-14.7336534,,,,,
7075,7140,65,7153.872492,-13.87249199,,,,,
7087,7150,63,7166.05761,-16.05761011,,,,,
7096,7160,64,7175.196449,-15.1964487,,,,,
7105,7170,65,7184.335287,-14.33528729,,,,,
7114,7180,66,7193.474126,-13.47412588,,,,,
7128,7190,62,7207.690097,-17.69009702,,,,,
7136,7200,64,7215.813509,-15.8135091,,,,,
7145,7210,65,7224.952348,-14.95234769,,,,,
7154,7220,66,7234.091186,-14.09118628,,,,,
7163,7230,67,7243.230025,-13.23002487,,,,,
7176,7240,64,7256.43057,-16.4305695,,,,,
7185,7250,65,7265.569408,-15.56940809,,,,,
7194,7260,66,7274.708247,-14.70824668,,,,,
7203,7270,67,7283.847085,-13.84708527,,,,,
7215,7280,65,7296.032203,-16.03220339,,,,,
7225,7290,65,7306.186468,-16.18646849,,,,,
7234,7300,66,7315.325307,-15.32530708,,,,,
7243,7310,67,7324.464146,-14.46414567,,,,,
7256,7320,64,7337.66469,-17.6646903,,,,,
7266,7330,64,7347.818955,-17.8189554,,,,,
7275,7340,65,7356.957794,-16.95779399,,,,,
7284,7350,66,7366.096633,-16.09663258,,,,,
7293,7360,67,7375.235471,-15.23547117,,,,,
7306,7370,64,7388.436016,-18.4360158,,,,,
7315,7380,65,7397.574854,-17.57485439,,,,,
7324,7390,66,7406.713693,-16.71369298,,,,,
7333,7400,67,7415.852532,-15.85253157,,,,,
7346,7410,64,7429.053076,-19.0530762,,,,,
7355,7420,65,7438.191915,-18.19191479,,,,,
7364,7430,66,7447.330753,-17.33075338,,,,,
7373,7440,67,7456.469592,-16.46959197,,,,,
7382,7450,68,7465.608431,-15.60843056,,,,,
7396,7460,64,7479.824402,-19.8244017,,,,,
7405,7470,65,7488.96324,-18.96324029,,,,,
7414,7480,66,7498.102079,-18.10207888,,,,,
7424,7490,66,7508.256344,-18.25634398,,,,,
7436,7500,64,7520.441462,-20.4414621,,,,,
7445,7510,65,7529.580301,-19.58030069,,,,,
7454,7520,66,7538.719139,-18.71913928,,,,,
7462,7530,68,7546.842551,-16.84255136,,,,,
7476,7540,64,7561.058523,-21.0585225,,,,,
7485,7550,65,7570.197361,-20.19736109,,,,,
7495,7560,65,7580.351626,-20.35162619,,,,,
7504,7570,66,7589.490465,-19.49046478,,,,,
7513,7580,67,7598.629303,-18.62930337,,,,,
7525,7590,65,7610.814421,-20.81442149,,,,,
7534,7600,66,7619.95326,-19.95326008,,,,,
7543,7610,67,7629.092099,-19.09209867,,,,,
7551,7620,69,7637.215511,-17.21551075,,,,,
7564,7630,66,7650.416055,-20.41605538,,,,,
7574,7640,66,7660.57032,-20.57032048,,,,,
7581,7650,69,7667.678306,-17.67830605,,,,,
7590,7660,70,7676.817145,-16.81714464,,,,,
7604,7670,66,7691.033116,-21.03311578,,,,,
7612,7680,68,7699.156528,-19.15652786,,,,,
7621,7690,69,7708.295366,-18.29536645,,,,,
7630,7700,70,7717.434205,-17.43420504,,,,,
7638,7710,72,7725.557617,-15.55761712,,,,,
7650,7720,70,7737.742735,-17.74273524,,,,,
7660,7730,70,7747.897,-17.89700034,,,,,
7669,7740,71,7757.035839,-17.03583893,,,,,
7677,7750,73,7765.159251,-15.15925101,,,,,
7690,7760,70,7778.359796,-18.35979564,,,,,
7699,7770,71,7787.498634,-17.49863423,,,,,
7706,7780,74,7794.60662,-14.6066198,,,,,
7716,7790,74,7804.760885,-14.7608849,,,,,
7725,7800,75,7813.899723,-13.89972349,,,,,
7737,7810,73,7826.084842,-16.08484161,,,,,
7746,7820,74,7835.22368,-15.2236802,,,,,
7755,7830,75,7844.362519,-14.36251879,,,,,
7764,7840,76,7853.501357,-13.50135738,,,,,
7776,7850,74,7865.686476,-15.6864755,,,,,
7785,7860,75,7874.825314,-14.82531409,,,,,
7795,7870,75,7884.979579,-14.97957919,,,,,
7804,7880,76,7894.118418,-14.11841778,,,,,
7817,7890,73,7907.318962,-17.31896241,,,,,
7826,7900,74,7916.457801,-16.457801,,,,,
7835,7910,75,7925.59664,-15.59663959,,,,,
7844,7920,76,7934.735478,-14.73547818,,,,,
7854,7930,76,7944.889743,-14.88974328,,,,,
7866,7940,74,7957.074861,-17.0748614,,,,,
7876,7950,74,7967.229127,-17.2291265,,,,,
7885,7960,75,7976.367965,-16.36796509,,,,,
7894,7970,76,7985.506804,-15.50680368,,,,,
7906,7980,74,7997.691922,-17.6919218,,,,,
7916,7990,74,8007.846187,-17.8461869,,,,,
7925,8000,75,8016.985025,-16.98502549,,,,,
7934,8010,76,8026.123864,-16.12386408,,,,,
7947,8020,73,8039.324409,-19.32440871,,,,,
7956,8030,74,8048.463247,-18.4632473,,,,,
7965,8040,75,8057.602086,-17.60208589,,,,,
7974,8050,76,8066.740924,-16.74092448,,,,,
7984,8060,76,8076.89519,-16.89518958,,,,,
7996,8070,74,8089.080308,-19.0803077,,,,,
8006,8080,74,8099.234573,-19.2345728,,,,,
8015,8090,75,8108.373411,-18.37341139,,,,,
8024,8100,76,8117.51225,-17.51224998,,,,,
8037,8110,73,8130.712795,-20.71279461,,,,,
8046,8120,74,8139.851633,-19.8516332,,,,,
8055,8130,75,8148.990472,-18.99047179,,,,,
8064,8140,76,8158.12931,-18.12931038,,,,,
8074,8150,76,8168.283575,-18.28357548,,,,,
8087,8160,73,8181.48412,-21.48412011,,,,,
8096,8170,74,8190.622959,-20.6229587,,,,,
8105,8180,75,8199.761797,-19.76179729,,,,,
8114,8190,76,8208.900636,-18.90063588,,,,,
8127,8200,73,8222.101181,-22.10118051,,,,,
8136,8210,74,8231.240019,-21.2400191,,,,,
8145,8220,75,8240.378858,-20.37885769,,,,,
8155,8230,75,8250.533123,-20.53312279,,,,,
8169,8240,71,8264.749094,-24.74909393,,,,,
8177,8250,73,8272.872506,-22.87250601,,,,,
8186,8260,74,8282.011345,-22.0113446,,,,,
8196,8270,74,8292.16561,-22.1656097,,,,,
8205,8280,75,8301.304448,-21.30444829,,,,,
8219,8290,71,8315.520419,-25.52041943,,,,,
8227,8300,73,8323.643832,-23.64383151,,,,,
8236,8310,74,8332.78267,-22.7826701,,,,,
8245,8320,75,8341.921509,-21.92150869,,,,,
8260,8330,70,8357.152906,-27.15290634,,,,,
8267,8340,73,8364.260892,-24.26089191,,,,,
8277,8350,73,8374.415157,-24.41515701,,,,,
8286,8360,74,8383.553996,-23.5539956,,,,,
8295,8370,75,8392.692834,-22.69283419,,,,,
8309,8380,71,8406.908805,-26.90880533,,,,,
8317,8390,73,8415.032217,-25.03221741,,,,,
8327,8400,73,8425.186483,-25.18648251,,,,,
8336,8410,74,8434.325321,-24.3253211,,,,,
8350,8420,70,8448.541292,-28.54129224,,,,,
8359,8430,71,8457.680131,-27.68013083,,,,,
8369,8440,71,8467.834396,-27.83439593,,,,,
8377,8450,73,8475.957808,-25.95780801,,,,,
8390,8460,70,8489.158353,-29.15835264,,,,,
8400,8470,70,8499.312618,-29.31261774,,,,,
8409,8480,71,8508.451456,-28.45145633,,,,,
8417,8490,73,8516.574868,-26.57486841,,,,,
8426,8500,74,8525.713707,-25.713707,,,,,
8440,8510,70,8539.929678,-29.92967814,,,,,
8449,8520,71,8549.068517,-29.06851673,,,,,
8457,8530,73,8557.191929,-27.19192881,,,,,
8466,8540,74,8566.330767,-26.3307674,,,,,
8480,8550,70,8580.546739,-30.54673854,,,,,
8489,8560,71,8589.685577,-29.68557713,,,,,
8497,8570,73,8597.808989,-27.80898921,,,,,
8506,8580,74,8606.947828,-26.9478278,,,,,
8520,8590,70,8621.163799,-31.16379894,,,,,
8529,8600,71,8630.302638,-30.30263753,,,,,
8537,8610,73,8638.42605,-28.42604961,,,,,
8546,8620,74,8647.564888,-27.5648882,,,,,
8555,8630,75,8656.703727,-26.70372679,,,,,
8570,8640,70,8671.935124,-31.93512444,,,,,
8579,8650,71,8681.073963,-31.07396303,,,,,
8587,8660,73,8689.197375,-29.19737511,,,,,
8596,8670,74,8698.336214,-28.3362137,,,,,
8609,8680,71,8711.536758,-31.53675833,,,,,
8619,8690,71,8721.691023,-31.69102343,,,,,
8627,8700,73,8729.814436,-29.81443551,,,,,
8636,8710,74,8738.953274,-28.9532741,,,,,
8645,8720,75,8748.092113,-28.09211269,,,,,
8659,8730,71,8762.308084,-32.30808383,,,,,
8667,8740,73,8770.431496,-30.43149591,,,,,
8676,8750,74,8779.570335,-29.5703345,,,,,
8684,8760,76,8787.693747,-27.69374658,,,,,
8697,8770,73,8800.894291,-30.89429121,,,,,
8706,8780,74,8810.03313,-30.0331298,,,,,
8715,8790,75,8819.171968,-29.17196839,,,,,
8722,8800,78,8826.279954,-26.27995396,,,,,
8736,8810,74,8840.495925,-30.4959251,,,,,
8745,8820,75,8849.634764,-29.63476369,,,,,
8754,8830,76,8858.773602,-28.77360228,,,,,
8762,8840,78,8866.897014,-26.89701436,,,,,
8771,8850,79,8876.035853,-26.03585295,,,,,
8784,8860,76,8889.236398,-29.23639758,,,,,
8792,8870,78,8897.35981,-27.35980966,,,,,
8801,8880,79,8906.498648,-26.49864825,,,,,
8810,8890,80,8915.637487,-25.63748684,,,,,
8822,8900,78,8927.822605,-27.82260496,,,,,
8831,8910,79,8936.961444,-26.96144355,,,,,
8840,8920,80,8946.100282,-26.10028214,,,,,
8847,8930,83,8953.208268,-23.20826771,,,,,
8860,8940,80,8966.408812,-26.40881234,,,,,
8869,8950,81,8975.547651,-25.54765093,,,,,
8879,8960,81,8985.701916,-25.70191603,,,,,
8887,8970,83,8993.825328,-23.82532811,,,,,
8895,8980,85,9001.94874,-21.94874019,,,,,
8907,8990,83,9014.133858,-24.13385831,,,,,
8917,9000,83,9024.288123,-24.28812341,,,,,
8926,9010,84,9033.426962,-23.426962,,,,,
8935,9020,85,9042.565801,-22.56580059,,,,,
8949,9030,81,9056.781772,-26.78177173,,,,,
8957,9040,83,9064.905184,-24.90518381,,,,,
8967,9050,83,9075.059449,-25.05944891,,,,,
8976,9060,84,9084.198288,-24.1982875,,,,,
8985,9070,85,9093.337126,-23.33712609,,,,,
8999,9080,81,9107.553097,-27.55309723,,,,,
9007,9090,83,9115.676509,-25.67650931,,,,,
9016,9100,84,9124.815348,-24.8153479,,,,,
9026,9110,84,9134.969613,-24.969613,,,,,
9039,9120,81,9148.170158,-28.17015763,,,,,
9047,9130,83,9156.29357,-26.29356971,,,,,
9056,9140,84,9165.432408,-25.4324083,,,,,
9066,9150,84,9175.586673,-25.5866734,,,,,
9079,9160,81,9188.787218,-28.78721803,,,,,
9087,9170,83,9196.91063,-26.91063011,,,,,
9097,9180,83,9207.064895,-27.06489521,,,,,
9106,9190,84,9216.203734,-26.2037338,,,,,
9115,9200,85,9225.342572,-25.34257239,,,,,
9129,9210,81,9239.558544,-29.55854353,,,,,
9137,9220,83,9247.681956,-27.68195561,,,,,
9146,9230,84,9256.820794,-26.8207942,,,,,
9156,9240,84,9266.975059,-26.9750593,,,,,
9169,9250,81,9280.175604,-30.17560393,,,,,
9177,9260,83,9288.299016,-28.29901601,,,,,
9187,9270,83,9298.453281,-28.45328111,,,,,
9196,9280,84,9307.59212,-27.5921197,,,,,
9205,9290,85,9316.730958,-26.73095829,,,,,
9219,9300,81,9330.946929,-30.94692943,,,,,
9227,9310,83,9339.070342,-29.07034151,,,,,
9236,9320,84,9348.20918,-28.2091801,,,,,
9245,9330,85,9357.348019,-27.34801869,,,,,
9256,9340,84,9368.51771,-28.5177103,,,,,
9265,9350,85,9377.656549,-27.65654889,,,,,
9275,9360,85,9387.810814,-27.81081399,,,,,
9282,9370,88,9394.9188,-24.91879956,,,,,
9296,9380,84,9409.134771,-29.1347707,,,,,
9304,9390,86,9417.258183,-27.25818278,,,,,
9312,9400,88,9425.381595,-25.38159486,,,,,
9321,9410,89,9434.520433,-24.52043345,,,,,
9330,9420,90,9443.659272,-23.65927204,,,,,
9342,9430,88,9455.84439,-25.84439016,,,,,
9351,9440,89,9464.983229,-24.98322875,,,,,
9360,9450,90,9474.122067,-24.12206734,,,,,
9369,9460,91,9483.260906,-23.26090593,,,,,
9381,9470,89,9495.446024,-25.44602405,,,,,
9390,9480,90,9504.584863,-24.58486264,,,,,
9399,9490,91,9513.723701,-23.72370123,,,,,
9407,9500,93,9521.847113,-21.84711331,,,,,
9420,9510,90,9535.047658,-25.04765794,,,,,
9429,9520,91,9544.186497,-24.18649653,,,,,
9437,9530,93,9552.309909,-22.30990861,,,,,
9446,9540,94,9561.448747,-21.4487472,,,,,
9455,9550,95,9570.587586,-20.58758579,,,,,
9467,9560,93,9582.772704,-22.77270391,,,,,
9476,9570,94,9591.911543,-21.9115425,,,,,
9485,9580,95,9601.050381,-21.05038109,,,,,
9494,9590,96,9610.18922,-20.18921968,,,,,
9507,9600,93,9623.389764,-23.38976431,,,,,
9516,9610,94,9632.528603,-22.5286029,,,,,
9525,9620,95,9641.667441,-21.66744149,,,,,
9534,9630,96,9650.80628,-20.80628008,,,,,
9542,9640,98,9658.929692,-18.92969216,,,,,
9555,9650,95,9672.130237,-22.13023679,,,,,
9565,9660,95,9682.284502,-22.28450189,,,,,
9574,9670,96,9691.42334,-21.42334048,,,,,
9582,9680,98,9699.546753,-19.54675256,,,,,
9595,9690,95,9712.747297,-22.74729719,,,,,
9604,9700,96,9721.886136,-21.88613578,,,,,
9612,9710,98,9730.009548,-20.00954786,,,,,
9621,9720,99,9739.148386,-19.14838645,,,,,
9635,9730,95,9753.364358,-23.36435759,,,,,
9644,9740,96,9762.503196,-22.50319618,,,,,
9652,9750,98,9770.626608,-20.62660826,,,,,
9661,9760,99,9779.765447,-19.76544685,,,,,
9670,9770,100,9788.904285,-18.90428544,,,,,
9682,9780,98,9801.089404,-21.08940356,,,,,
9691,9790,99,9810.228242,-20.22824215,,,,,
9700,9800,100,9819.367081,-19.36708074,,,,,
9709,9810,101,9828.505919,-18.50591933,,,,,
9722,9820,98,9841.706464,-21.70646396,,,,,
9731,9830,99,9850.845303,-20.84530255,,,,,
9740,9840,100,9859.984141,-19.98414114,,,,,
9749,9850,101,9869.12298,-19.12297973,,,,,
9762,9860,98,9882.323524,-22.32352436,,,,,
9771,9870,99,9891.462363,-21.46236295,,,,,
9780,9880,100,9900.601202,-20.60120154,,,,,
9789,9890,101,9909.74004,-19.74004013,,,,,
9797,9900,103,9917.863452,-17.86345221,,,,,
9810,9910,100,9931.063997,-21.06399684,,,,,
9819,9920,101,9940.202835,-20.20283543,,,,,
9827,9930,103,9948.326248,-18.32624751,,,,,
9836,9940,104,9957.465086,-17.4650861,,,,,
9850,9950,100,9971.681057,-21.68105724,,,,,
9857,9960,103,9978.789043,-18.78904281,,,,,
9867,9970,103,9988.943308,-18.94330791,,,,,
9875,9980,105,9997.06672,-17.06671999,,,,,
9884,9990,106,10006.20556,-16.20555858,,,,,
9897,10000,103,10019.4061,-19.40610321,,,,,
9905,10010,105,10027.52952,-17.52951529,,,,,
9914,10020,106,10036.66835,-16.66835388,,,,,
9922,10030,108,10044.79177,-14.79176596,,,,,
9935,10040,105,10057.99231,-17.99231059,,,,,
9945,10050,105,10068.14658,-18.14657569,,,,,
9954,10060,106,10077.28541,-17.28541428,,,,,
9961,10070,109,10084.3934,-14.39339985,,,,,
9975,10080,105,10098.60937,-18.60937099,,,,,
9984,10090,106,10107.74821,-17.74820958,,,,,
9992,10100,108,10115.87162,-15.87162166,,,,,
10001,10110,109,10125.01046,-15.01046025,,,,,
10010,10120,110,10134.1493,-14.14929884,,,,,
10022,10130,108,10146.33442,-16.33441696,,,,,
10031,10140,109,10155.47326,-15.47325555,,,,,
10040,10150,110,10164.61209,-14.61209414,,,,,
10049,10160,111,10173.75093,-13.75093273,,,,,
10062,10170,108,10186.95148,-16.95147736,,,,,
10071,10180,109,10196.09032,-16.09031595,,,,,
10080,10190,110,10205.22915,-15.22915454,,,,,
10089,10200,111,10214.36799,-14.36799313,,,,,
10097,10210,113,10222.49141,-12.49140521,,,,,
10110,10220,110,10235.69195,-15.69194984,,,,,
10120,10230,110,10245.84621,-15.84621494,,,,,
10129,10240,111,10254.98505,-14.98505353,,,,,
10136,10250,114,10262.09304,-12.0930391,,,,,
10150,10260,110,10276.30901,-16.30901024,,,,,
10159,10270,111,10285.44785,-15.44784883,,,,,
10167,10280,113,10293.57126,-13.57126091,,,,,
10176,10290,114,10302.7101,-12.7100995,,,,,
10189,10300,111,10315.91064,-15.91064413,,,,,
10197,10310,113,10324.03406,-14.03405621,,,,,
10206,10320,114,10333.17289,-13.1728948,,,,,
10215,10330,115,10342.31173,-12.31173339,,,,,
10224,10340,116,10351.45057,-11.45057198,,,,,
10237,10350,113,10364.65112,-14.65111661,,,,,
10246,10360,114,10373.78996,-13.7899552,,,,,
10255,10370,115,10382.92879,-12.92879379,,,,,
10264,10380,116,10392.06763,-12.06763238,,,,,
10276,10390,114,10404.25275,-14.2527505,,,,,
10285,10400,115,10413.39159,-13.39158909,,,,,
10294,10410,116,10422.53043,-12.53042768,,,,,
10302,10420,118,10430.65384,-10.65383976,,,,,
10315,10430,115,10443.85438,-13.85438439,,,,,
10324,10440,116,10452.99322,-12.99322298,,,,,
10334,10450,116,10463.14749,-13.14748808,,,,,
10342,10460,118,10471.2709,-11.27090016,,,,,
10352,10470,118,10481.42517,-11.42516526,,,,,
10365,10480,115,10494.62571,-14.62570989,,,,,
10374,10490,116,10503.76455,-13.76454848,,,,,
10384,10500,116,10513.91881,-13.91881358,,,,,
10391,10510,119,10521.0268,-11.02679915,,,,,
10405,10520,115,10535.24277,-15.24277029,,,,,
10414,10530,116,10544.38161,-14.38160888,,,,,
10422,10540,118,10552.50502,-12.50502096,,,,,
10432,10550,118,10562.65929,-12.65928606,,,,,
10441,10560,119,10571.79812,-11.79812465,,,,,
10454,10570,116,10584.99867,-14.99866928,,,,,
10462,10580,118,10593.12208,-13.12208136,,,,,
10472,10590,118,10603.27635,-13.27634646,,,,,
10481,10600,119,10612.41519,-12.41518505,,,,,
10494,10610,116,10625.61573,-15.61572968,,,,,
10502,10620,118,10633.73914,-13.73914176,,,,,
10511,10630,119,10642.87798,-12.87798035,,,,,
10521,10640,119,10653.03225,-13.03224545,,,,,
10534,10650,116,10666.23279,-16.23279008,,,,,
10542,10660,118,10674.3562,-14.35620216,,,,,
10551,10670,119,10683.49504,-13.49504075,,,,,
10561,10680,119,10693.64931,-13.64930585,,,,,
10569,10690,121,10701.77272,-11.77271793,,,,,
10582,10700,118,10714.97326,-14.97326256,,,,,
10592,10710,118,10725.12753,-15.12752766,,,,,
10601,10720,119,10734.26637,-14.26636625,,,,,
10610,10730,120,10743.4052,-13.40520484,,,,,
10624,10740,116,10757.62118,-17.62117598,,,,,
10632,10750,118,10765.74459,-15.74458806,,,,,
10641,10760,119,10774.88343,-14.88342665,,,,,
10651,10770,119,10785.03769,-15.03769175,,,,,
10659,10780,121,10793.1611,-13.16110383,,,,,
10672,10790,118,10806.36165,-16.36164846,,,,,
10681,10800,119,10815.50049,-15.50048705,,,,,
10690,10810,120,10824.63933,-14.63932564,,,,,
10699,10820,121,10833.77816,-13.77816423,,,,,
10712,10830,118,10846.97871,-16.97870886,,,,,
10721,10840,119,10856.11755,-16.11754745,,,,,
10730,10850,120,10865.25639,-15.25638604,,,,,
10739,10860,121,10874.39522,-14.39522463,,,,,
10752,10870,118,10887.59577,-17.59576926,,,,,
10761,10880,119,10896.73461,-16.73460785,,,,,
10770,10890,120,10905.87345,-15.87344644,,,,,
10780,10900,120,10916.02771,-16.02771154,,,,,
10789,10910,121,10925.16655,-15.16655013,,,,,
10801,10920,119,10937.35167,-17.35166825,,,,,
10810,10930,120,10946.49051,-16.49050684,,,,,
10820,10940,120,10956.64477,-16.64477194,,,,,
10829,10950,121,10965.78361,-15.78361053,,,,,
10841,10960,119,10977.96873,-17.96872865,,,,,
10850,10970,120,10987.10757,-17.10756724,,,,,
10860,10980,120,10997.26183,-17.26183234,,,,,
10869,10990,121,11006.40067,-16.40067093,,,,,
10881,11000,119,11018.58579,-18.58578905,,,,,
10890,11010,120,11027.72463,-17.72462764,,,,,
10900,11020,120,11037.87889,-17.87889274,,,,,
10909,11030,121,11047.01773,-17.01773133,,,,,
10916,11040,124,11054.12572,-14.1257169,,,,,
10930,11050,120,11068.34169,-18.34168804,,,,,
10939,11060,121,11077.48053,-17.48052663,,,,,
10947,11070,123,11085.60394,-15.60393871,,,,,
10956,11080,124,11094.74278,-14.7427773,,,,,
10969,11090,121,11107.94332,-17.94332193,,,,,
10977,11100,123,11116.06673,-16.06673401,,,,,
10986,11110,124,11125.20557,-15.2055726,,,,,
10995,11120,125,11134.34441,-14.34441119,,,,,
11004,11130,126,11143.48325,-13.48324978,,,,,
11017,11140,123,11156.68379,-16.68379441,,,,,
11026,11150,124,11165.82263,-15.822633,,,,,
11034,11160,126,11173.94605,-13.94604508,,,,,
11044,11170,126,11184.10031,-14.10031018,,,,,
11056,11180,124,11196.28543,-16.2854283,,,,,
11065,11190,125,11205.42427,-15.42426689,,,,,
11074,11200,126,11214.56311,-14.56310548,,,,,
11081,11210,129,11221.67109,-11.67109105,,,,,
11095,11220,125,11235.88706,-15.88706219,,,,,
11104,11230,126,11245.0259,-15.02590078,,,,,
11112,11240,128,11253.14931,-13.14931286,,,,,
11121,11250,129,11262.28815,-12.28815145,,,,,
11130,11260,130,11271.42699,-11.42699004,,,,,
11144,11270,126,11285.64296,-15.64296118,,,,,
11151,11280,129,11292.75095,-12.75094675,,,,,
11160,11290,130,11301.88979,-11.88978534,,,,,
11169,11300,131,11311.02862,-11.02862393,,,,,
11182,11310,128,11324.22917,-14.22916856,,,,,
11191,11320,129,11333.36801,-13.36800715,,,,,
11200,11330,130,11342.50685,-12.50684574,,,,,
11209,11340,131,11351.64568,-11.64568433,,,,,
11221,11350,129,11363.8308,-13.83080245,,,,,
11231,11360,129,11373.98507,-13.98506755,,,,,
11239,11370,131,11382.10848,-12.10847963,,,,,
11247,11380,133,11390.23189,-10.23189171,,,,,
11256,11390,134,11399.37073,-9.3707303,,,,,
11269,11400,131,11412.57127,-12.57127493,,,,,
11277,11410,133,11420.69469,-10.69468701,,,,,
11286,11420,134,11429.83353,-9.8335256,,,,,
11295,11430,135,11438.97236,-8.97236419,,,,,
11307,11440,133,11451.15748,-11.15748231,,,,,
11316,11450,134,11460.29632,-10.2963209,,,,,
11325,11460,135,11469.43516,-9.43515949,,,,,
11334,11470,136,11478.574,-8.57399808,,,,,
11341,11480,139,11485.68198,-5.68198365,,,,,
11355,11490,135,11499.89795,-9.89795479,,,,,
11364,11500,136,11509.03679,-9.03679338,,,,,
11372,11510,138,11517.16021,-7.16020546,,,,,
11381,11520,139,11526.29904,-6.29904405,,,,,
11394,11530,136,11539.49959,-9.49958868,,,,,
11402,11540,138,11547.623,-7.62300076,,,,,
11411,11550,139,11556.76184,-6.76183935,,,,,
11420,11560,140,11565.90068,-5.90067794,,,,,
11432,11570,138,11578.0858,-8.08579606,,,,,
11441,11580,139,11587.22463,-7.22463465,,,,,
11450,11590,140,11596.36347,-6.36347324,,,,,
11459,11600,141,11605.50231,-5.50231183,,,,,
11467,11610,143,11613.62572,-3.62572391,,,,,
11480,11620,140,11626.82627,-6.82626854,,,,,
11487,11630,143,11633.93425,-3.93425411,,,,,
11496,11640,144,11643.07309,-3.0730927,,,,,
11505,11650,145,11652.21193,-2.21193129,,,,,
11517,11660,143,11664.39705,-4.39704941,,,,,
11526,11670,144,11673.53589,-3.535888,,,,,
11535,11680,145,11682.67473,-2.67472659,,,,,
11544,11690,146,11691.81357,-1.81356518,,,,,
11551,11700,149,11698.92155,1.07844925,,,,,
11565,11710,145,11713.13752,-3.13752189,,,,,
11574,11720,146,11722.27636,-2.27636048,,,,,
11581,11730,149,11729.38435,0.61565395,,,,,
11590,11740,150,11738.52318,1.47681536,,,,,
11602,11750,148,11750.7083,-0.70830276,,,,,
11611,11760,149,11759.84714,0.15285865,,,,,
11620,11770,150,11768.98598,1.01402006,,,,,
11627,11780,153,11776.09397,3.90603449,,,,,
11640,11790,150,11789.29451,0.70548986,,,,,
11649,11800,151,11798.43335,1.56665127,,,,,
11657,11810,153,11806.55676,3.44323919,,,,,
11666,11820,154,11815.6956,4.3044006,,,,,
11675,11830,155,11824.83444,5.16556201,,,,,
11686,11840,154,11836.00413,3.9958704,,,,,
11695,11850,155,11845.14297,4.85703181,,,,,
11704,11860,156,11854.28181,5.71819322,,,,,
11712,11870,158,11862.40522,7.59478114,,,,,
11725,11880,155,11875.60576,4.39423651,,,,,
11734,11890,156,11884.7446,5.25539792,,,,,
11742,11900,158,11892.86801,7.13198584,,,,,
11752,11910,158,11903.02228,6.97772074,,,,,
11764,11920,156,11915.2074,4.79260262,,,,,
11774,11930,156,11925.36166,4.63833752,,,,,
11782,11940,158,11933.48507,6.51492544,,,,,
11791,11950,159,11942.62391,7.37608685,,,,,
11800,11960,160,11951.76275,8.23724826,,,,,
11812,11970,158,11963.94787,6.05213014,,,,,
11820,11980,160,11972.07128,7.92871806,,,,,
11830,11990,160,11982.22555,7.77445296,,,,,
11837,12000,163,11989.33353,10.66646739,,,,,
11851,12010,159,12003.5495,6.45049625,,,,,
11860,12020,160,12012.68834,7.31165766,,,,,
11869,12030,161,12021.82718,8.17281907,,,,,
11877,12040,163,12029.95059,10.04940699,,,,,
11886,12050,164,12039.08943,10.9105684,,,,,
11899,12060,161,12052.28998,7.71002377,,,,,
11906,12070,164,12059.39796,10.6020382,,,,,
11916,12080,164,12069.55223,10.4477731,,,,,
11924,12090,166,12077.67564,12.32436102,,,,,
11937,12100,163,12090.87618,9.12381639,,,,,
11946,12110,164,12100.01502,9.9849778,,,,,
11955,12120,165,12109.15386,10.84613921,,,,,
11964,12130,166,12118.2927,11.70730062,,,,,
11976,12140,164,12130.47782,9.5221825,,,,,
11985,12150,165,12139.61666,10.38334391,,,,,
11994,12160,166,12148.75549,11.24450532,,,,,
12002,12170,168,12156.87891,13.12109324,,,,,
12010,12180,170,12165.00232,14.99768116,,,,,
12024,12190,166,12179.21829,10.78171002,,,,,
12032,12200,168,12187.3417,12.65829794,,,,,
12040,12210,170,12195.46511,14.53488586,,,,,
12049,12220,171,12204.60395,15.39604727,,,,,
12061,12230,169,12216.78907,13.21092915,,,,,
12070,12240,170,12225.92791,14.07209056,,,,,
12077,12250,173,12233.0359,16.96410499,,,,,
12086,12260,174,12242.17473,17.8252664,,,,,
12100,12270,170,12256.3907,13.60929526,,,,,
12107,12280,173,12263.49869,16.50130969,,,,,
